Query,Locale,Total Clicks,"Results (Entity, (Clicks;Average Position))"
sao paulo,br,7256,"São Paulo-Brasil-Team-Futebol-Q38568 (6901;1.5), Corinthians-Brasil-Team-Futebol-Q35933 (219;1.22), Palmeiras-Brasil-Team-Futebol-Q80964 (66;2.45), Santos-Brasil-Team-Futebol-Q80955 (20;4.0), Red Bull Bragantino-Brasil-Team-Futebol-Q541744 (12;5.0), São Paulo-RS-Brasil-Team-Futebol-Q4381278 (7;24.57), Mirassol-Brasil-Team-Futebol-Q2622870 (7;6.71), Portuguesa-Brasil-Team-Futebol-Q204675 (5;8.2), Guarani-Brasil-Team-Futebol (4;6.25), Hulk-Brasil-Player-Futebol-Q62786 (4;7.0), Campeonato Paulista -Brasil-Competition-Futebol (3;2.33), James Rodríguez-Colombia-Player-Futebol-Q368441 (2;12.0), São Paulo-Brasil-Team-Basquetebol (2;1.0), Luis Zubeldía-Argentina-Coach-Futebol (2;3.0), São Paulo-Brasil-Team-Futsal (2;2.0)"
sao paulo,pt,2955,"São Paulo-Brasil-Team-Futebol-Q38568 (2807;2.05), Palmeiras-Brasil-Team-Futebol-Q80964 (80;1.0), Corinthians-Brasil-Team-Futebol-Q35933 (32;2.94), Santos-Brasil-Team-Futebol-Q80955 (21;3.52), Oscar-Brasil-Player-Futebol-Q19497 (4;9.5), Hulk-Brasil-Player-Futebol-Q62786 (4;5.0), Red Bull Bragantino-Brasil-Team-Futebol-Q541744 (4;8.5), São Paulo-Brasil-Team-Futsal (3;2.0)"
sao romao,pt,1752,"FC São Romão-Portugal-Team-Futebol (1262;1.0), AD São Romão-Portugal-Team-Futebol (347;2.0), FC São Romão Feminino-Portugal-Team-Futebol (61;4.33), AD São Romão Feminino-Portugal-Team-Futebol (23;3.0), FC São Romão Sub-19-Portugal-Team-Futebol (18;14.0), FC São Romão-Portugal-Team-Futsal (16;2.0), FC São Romão-Portugal-Team-Futsal (11;3.0), AD São Romão Sub-19-Portugal-Team-Futebol (7;7.0), AD São Romão-Portugal-Team-Futsal (3;1.0), Sc São Romão-Portugal-Team-Futebol (2;4.5), FC São Romão Sub-15-Portugal-Team-Futebol (2;11.0)"
sao roque,pt,1618,"São Roque-Portugal-Team-Futebol (992;1.01), São Roque (Açores)-Portugal-Team-Futebol (588;2.19), Pedro Pauleta-Portugal-Player-Futebol-Q218165 (7;1.86), Iniciação S. Roque-Portugal-Team-Futsal (6;14.0), São Roque-Portugal-Team-Futsal (6;2.0), Iniciação S. Roque-Portugal-Team-Futebol (5;25.4), São Roque Sub-19-Portugal-Team-Futebol (4;8.75), CD São Roque-Portugal-Team-Hóquei em Patins (2;1.0), São Roque Sub-16-Portugal-Team-Futebol (2;9.0), São Roque Sub-13-Portugal-Team-Futebol (2;9.5), São Roque Sub-15-Portugal-Team-Futebol (2;7.5), São Roque do Faial-Portugal-Team-Futebol (2;6.0)"
sc braga,pt,1623,"SC Braga-Portugal-Team-Futebol-Q75684 (1528;1.03), SC Braga-Portugal-Team-Futsal (27;1.0), Vitória SC-Portugal-Team-Futebol-Q223450 (19;1.95), SC Braga-Portugal-Team-Futebol de Praia-Q15627510 (16;1.88), SC Braga-Portugal-Team-Futsal (9;2.44), SC Braga-Portugal-Team-Voleibol (5;4.4), SC Braga-Portugal-Team-Voleibol (4;2.0), SC Braga Sub-16-Portugal-Team-Basquetebol (3;4.0), SC Braga-Portugal-Team-Basquetebol (3;18.0), SC Braga-Portugal-Team-Basquetebol (3;17.0), SC Braga Sub-19-Portugal-Team-Futebol (2;36.5), João Pereira-Portugal-Player-Futebol-Q192565 (2;4.0), SC Braga-Portugal-Team-Basquetebol (2;2.0)"
seixal,pt,1863,"Seixal Clube 1925-Portugal-Team-Futebol (1759;1.01), Seixal Clube 1925-Portugal-Team-Basquetebol (35;1.0), Seixal Clube 1925 Feminino-Portugal-Team-Futebol (14;5.86), Gonçalo Inácio-Portugal-Player-Futebol-Q99955331 (11;2.55), Paio Pires FC-Portugal-Team-Futebol (11;2.55), Seixal Clube 1925 Sub-19-Portugal-Team-Futebol (6;18.17), Casa Benfica Seixal-Portugal-Team-Futebol (4;7.0), Seixal Clube 1925-Portugal-Team-Futsal (4;1.0), Arrentela-Portugal-Team-Futebol (4;6.5), Seixal Clube 1925-Portugal-Team-Hóquei em Patins (3;1.0), Movimento Associativo do Concelho do Seixal-Portugal-Competition-Futebol (2;8.5), Seixal Clube 1925 Sub-18-Portugal-Team-Basquetebol (2;2.0), Seixal Clube 1925 Sub-19-Portugal-Team-Futebol (2;14.0), Racing Power FC Feminino-Portugal-Team-Futebol (2;2.0), Seixal Clube 1925 Sub-16-Portugal-Team-Basquetebol (2;15.0), Atlântico - Escola de Futebol-Portugal-Team-Futebol (2;4.5)"
senhora da hora,pt,1921,"Senhora da Hora-Portugal-Team-Futebol (1606;1.0), Senhora da Hora Sub-19-Portugal-Team-Futebol (91;5.47), Senhora da Hora Sub-15-Portugal-Team-Futebol (71;4.23), Senhora da Hora Sub-17-Portugal-Team-Futebol (55;5.65), Senhora da Hora Sub-13-Portugal-Team-Futebol (21;6.71), Senhora da Hora Feminino-Portugal-Team-Futebol (15;2.07), Senhora da Hora Sub-16-Portugal-Team-Futebol (12;10.0), Senhora da Hora Sub-14-Portugal-Team-Futebol (11;9.0), Senhora da Hora Futsal-Portugal-Team-Futebol (8;2.75), Senhora da Hora Sub-17-Portugal-Team-Futebol (7;13.0), Senhora da Hora Sub-13-Portugal-Team-Futebol (6;15.83), Senhora da Hora Sub-13-Portugal-Team-Futebol (6;16.5), Senhora da Hora Sub-15-Portugal-Team-Futebol (4;15.5), Senhora da Hora Sub-12-Portugal-Team-Futebol (4;18.0), Nélson Costa-Portugal-Player-Futebol (2;10.5), Senhora da Hora Sub-19-Portugal-Team-Futebol (2;14.0)"
sergio,pt,1945,"Sérgio Conceição-Portugal-Player-Futebol-Q317298 (926;1.0), Sérgio Conceição-Portugal-Coach-Futebol-Q317298 (796;2.0), Sergio Ramos-España-Player-Futebol-Q483309 (160;2.99), Sérgio Oliveira-Portugal-Player-Futebol-Q2071136 (46;4.0), Sergio Busquets-España-Player-Futebol-Q49704 (6;6.0), Paulo Sérgio-Portugal-Coach-Futebol-Q1361370 (3;7.33), Sérgio Vieira-Portugal-Coach-Futebol (3;7.67), Sérgio Ramos-Portugal-Player-Basquetebol (3;1.0), Sérgio Malé-Santo Tomé y Príncipe-Player-Futebol (2;10.0)"
sergio conceicao,pt,2220,"Sérgio Conceição-Portugal-Coach-Futebol-Q317298 (1084;2.0), Sérgio Conceição-Portugal-Player-Futebol-Q317298 (995;1.0), Sérgio Conceição-Portugal-Player-Futebol (134;2.99), Sergio Conceicao-Portugal-Player-Futebol (3;5.0), Sergio Conceicao-Portugal-Player-Futebol (2;5.5), Sérgio Conceição-Portugal-Director-Futebol (2;3.0)"
serie a,pt,1806,"Liga Italiana-Italia-Competition-Futebol-Q15804 (1553;1.3), Brasileirão Série A-Brasil-Competition-Futebol (180;1.44), Serie A 2023/2024-Italia-Edition-Futebol (63;3.9), Serie A Futsal-Italia-Competition-Futsal (5;1.8), Brasileirão Série A 2024-Brasil-Edition-Futebol (5;4.0)"
serie b,br,1537,"Brasileirão Série B-Brasil-Competition-Futebol (1226;1.57), Brasileirão Série A-Brasil-Competition-Futebol (187;1.32), Serie B Italiana-Italia-Competition-Futebol (118;2.97), Seletiva Série B-Brasil-Competition-Futebol (6;6.67)"
serpa,pt,2432,"Serpa-Portugal-Team-Futebol (2337;1.0), Serpa Sub-16-Portugal-Team-Futebol (28;11.64), Serpa Sub-18-Portugal-Team-Futebol (13;8.23), CCP Serpa-Portugal-Team-Andebol (7;2.0), Serpa B-Portugal-Team-Futebol (6;14.0), Serpa Sub-15-Portugal-Team-Futebol (6;7.83), CCP Serpa Sub-14-Portugal-Team-Andebol (5;1.0), Serpa Veteranos-Portugal-Team-Futebol (5;4.0), Serpa Sub-23-Portugal-Team-Futebol (4;6.0), Serpa Pinto-Portugal-Team-Futebol (3;3.33), Serpa Sub-13-Portugal-Team-Futebol (3;5.0), CB Serpa-Portugal-Team-Futebol (3;2.0), Serpa Sub-17-Portugal-Team-Futebol (3;8.0), Serpa Sub-19-Portugal-Team-Futebol (3;8.67), Serpa Sub-11-Portugal-Team-Futebol (2;7.0), Serpa Sub-14-Portugal-Team-Futebol (2;13.0), Serpa-Portugal-Team-Futsal (2;1.0)"
sertanense,pt,1752,"Sertanense-Portugal-Team-Futebol (1637;1.0), Rúben Silvestre-Portugal-Player-Futebol-Q16236539 (26;2.0), Sertanense Sub-19-Portugal-Team-Futebol (26;8.38), Sertanense Sub-15-Portugal-Team-Futebol (17;7.82), Sertanense Sub-17-Portugal-Team-Futebol (10;5.0), João Nivea-Portugal-Coach-Futebol (7;9.57), Sertanense Sub-13-Portugal-Team-Futebol (7;4.0), Sertanense B-Portugal-Team-Futebol (6;10.0), Sertanense Sub-18-Portugal-Team-Futebol (5;7.2), Sertanense-Portugal-Team-Futsal (4;1.0), Sertanense Veteranos-Portugal-Team-Futebol (4;3.0), Ricardo Antunes-Portugal-Coach-Futebol (3;5.33)"
serzedo,pt,2139,"Serzedo-Portugal-Team-Futebol (1842;1.0), Serzedo Sub-19-Portugal-Team-Futebol (85;4.36), Serzedo Sub-17-Portugal-Team-Futebol (83;4.36), GCD Serzedo-Portugal-Team-Futebol (43;3.0), Serzedo Sub-15-Portugal-Team-Futebol (37;9.89), Serzedo Feminino-Portugal-Team-Futebol (21;2.19), Serzedo Sub-13-Portugal-Team-Futebol (16;6.06), Serzedo Sub-15-Portugal-Team-Futebol (4;16.5), Sandro Santos-Portugal-Player-Futebol (2;1.0), Serzedo Sub-17-Portugal-Team-Futebol (2;18.0), Serzedo Sub-14-Portugal-Team-Futebol (2;11.0), Vítor Oliveira-Portugal-Coach-Futebol (2;21.0)"
sesimbra,pt,1642,"Sesimbra-Portugal-Team-Futebol-Q2474559 (1564;1.0), GD Alfarim-Portugal-Team-Futebol (22;2.0), Sesimbra-Portugal-Team-Hóquei em Patins (21;1.0), ACRUT Zambujalense-Portugal-Team-Futebol (19;3.0), Sesimbra Sub-19-Portugal-Team-Futebol (3;10.0), Marco Paixão-Portugal-Player-Futebol-Q3294578 (3;19.0), GD Sesimbra-Portugal-Team-Voleibol (3;1.0), Sesimbra-Portugal-Team-Futebol de Praia (3;1.0), Rui Águas-Portugal-Player-Futebol-Q964562 (2;11.0), NS Sesimbra Feminino-Portugal-Team-Futebol (2;4.0)"
setubal,pt,3394,"Vitória FC-Portugal-Team-Futebol-Q208585 (3250;1.02), Olímpico Montijo-Portugal-Team-Futebol (19;6.0), Comércio e Indústria-Portugal-Team-Futebol (18;6.94), Amora FC-Portugal-Team-Futebol-Q2843873 (15;3.0), Barreirense-Portugal-Team-Futebol-Q1386912 (12;4.0), José Mourinho-Portugal-Coach-Futebol-Q79983 (10;2.0), Vitória FC-Portugal-Team-Futebol-Q20858548 (8;9.38), Pinhalnovense-Portugal-Team-Futebol (6;9.67), Paio Pires FC-Portugal-Team-Futebol (6;18.67), Setúbal Beach Soccer-Portugal-Team-Futebol de Praia (5;1.0), Vitória FC-Portugal-Team-Futebol-Q20858585 (5;8.0), Bruno Lage-Portugal-Coach-Futebol-Q56434101 (5;4.4), Volei Clube de Setúbal 1990-Portugal-Team-Voleibol (4;3.0), AF Setúbal-Portugal-Team-Futsal (3;1.0), Seixal Clube 1925-Portugal-Team-Futebol (3;12.0), AF Setúbal-Portugal-Competition-Futebol (3;26.67), Vasco da Gama Sines-Portugal-Team-Futebol (3;17.0), Vitória FC-Portugal-Team-Futebol-Q208585692 (3;21.33), Sesimbra-Portugal-Team-Futebol-Q2474559 (2;13.0), Almada AC-Portugal-Team-Futebol (2;14.0), Campeonato de Setúbal-Portugal-Competition-Futebol (2;32.0), Pescadores-Portugal-Team-Futebol (2;15.0), CD Cova Piedade-Portugal-Team-Futebol-Q17524289 (2;9.5), Vitória FC-Portugal-Team-Andebol (2;25.0), FC Setúbal-Portugal-Team-Futebol de Praia (2;1.0), São Domingos Setúbal-Portugal-Team-Futebol (2;20.0)"
sintrense,pt,8166,"Sintrense-Portugal-Team-Futebol (7113;1.07), Sintrense Sub-19-Portugal-Team-Futebol (280;3.25), Sintrense Sub-17-Portugal-Team-Futebol (230;3.71), Sintrense Feminino-Portugal-Team-Futebol (115;5.76), Sintrense Sub-14-Portugal-Team-Futebol (75;9.87), Sintrense Sub-15-Portugal-Team-Futebol (72;8.85), Bruno Lage-Portugal-Coach-Futebol-Q56434101 (66;2.18), Sintrense Sub-16-Portugal-Team-Futebol (35;12.37), Sintrense B-Portugal-Team-Futebol (34;16.65), Sintrense Sub-15-Portugal-Team-Futebol (33;14.82), Sintrense Sub-19-Portugal-Team-Futebol (19;13.37), Nélson Semedo-Portugal-Player-Futebol-Q16235823 (18;3.22), Sintrense Sub-17-Portugal-Team-Futebol (16;20.0), Sintrense Sub-13-Portugal-Team-Futebol (13;12.69), Sintrense Sub-21-Portugal-Team-Futebol (7;16.14), Sintrense Sub-19-Portugal-Team-Futebol (7;24.14), Sintrense Veteranos-Portugal-Team-Futebol (6;10.83), Hélio Varela-Cabo Verde-Player-Futebol-Q121907216 (5;8.6), Filipe Moreira-Portugal-Coach-Futebol (5;16.2), Sintrense-Portugal-Team-Futsal (3;1.0), Miguel Rosa-Portugal-Player-Futebol-Q6844779 (3;7.67), Sintrense Sub-15-Portugal-Team-Futebol (3;20.67), Mama Baldé-Guinea Bissau-Player-Futebol-Q16914022 (2;17.5), Sintrense Sub-15-Portugal-Team-Futebol (2;26.0), Sintrense Sub-14-Portugal-Team-Futebol (2;21.0), Tiago Zorro-Portugal-Coach-Futebol (2;20.0)"
sobrado,pt,1845,"CD Sobrado-Portugal-Team-Futebol (1808;1.0), Quinta Sobrado-Portugal-Team-Futebol (11;2.0), CD Sobrado Sub-17-Portugal-Team-Futebol (10;5.4), CD Sobrado Sub-13-Portugal-Team-Futebol (6;4.17), Freg Campo Sobrado-TOG-Portugal-Team-Basquetebol (2;1.0), CD Sobrado B-Portugal-Team-Futebol (2;10.0), CD Sobrado-Portugal-Team-Futsal (2;1.0), Quinta Sobrado-Portugal-Team-Futsal (2;5.0), CD Sobrado Sub-15-Portugal-Team-Futebol (2;6.5)"
sobreirense,pt,1883,"ISC Sobreirense-Portugal-Team-Futebol (866;1.1), Sobreirense-Portugal-Team-Futebol (724;1.89), Sobreirense Sub-15-Portugal-Team-Futebol (175;3.77), Sobreirense Sub-17-Portugal-Team-Futebol (73;5.77), Sobreirense Feminino-Portugal-Team-Futebol (10;3.1), Sobreirense Sub-13-Portugal-Team-Futebol (9;7.78), Sobreirense Sub-19-Portugal-Team-Futebol (7;5.43), ISC Sobreirense Sub-15-Portugal-Team-Futebol (6;13.67), ISC Sobreirense Sub-13-Portugal-Team-Futebol (5;13.6), ISC Sobreirense Sub-17-Portugal-Team-Futebol (3;12.0), ISC Sobreirense Sub-19-Portugal-Team-Futebol (3;13.67), ISC Sobreirense Sub-21-Portugal-Team-Futebol (2;18.0)"
sousense,pt,4204,"Sousense-Portugal-Team-Futebol (3826;1.1), Sousense Sub-15-Portugal-Team-Futebol (134;4.24), Sousense Sub-19-Portugal-Team-Futebol (49;9.22), Sousense Sub-17-Portugal-Team-Futebol (48;8.46), Jota Silva-Portugal-Player-Futebol (46;1.89), Sousense Sub-14-Portugal-Team-Futebol (19;7.47), Sousense Sub-15-Portugal-Team-Futebol (17;14.41), Sousense Feminino-Portugal-Team-Futebol (16;3.0), Sousense Sub-13-Portugal-Team-Futebol (16;5.62), Sousense Sub-11-Portugal-Team-Futebol (10;5.4), Sousense Sub-17-Portugal-Team-Futebol (6;16.0), Sousense Sub-21-Portugal-Team-Futebol (5;9.2), Sousense Sub-19-Portugal-Team-Futebol (4;13.5), Carlitos-Portugal-Player-Futebol (3;19.33), Sousense Sub-13-Portugal-Team-Futebol (3;14.0), Sousense Veteranos-Portugal-Team-Futebol (2;9.5)"
spo,pt,3074,"Sporting-Portugal-Team-Futebol-Q75729 (2938;1.99), Benfica-Portugal-Team-Futebol-Q131499 (77;1.01), Sporting-Portugal-Team-Andebol (14;2.36), Sporting-Portugal-Team-Hóquei em Patins (13;2.0), Benfica-Portugal-Team-Futebol-Q131499369 (12;4.08), Sporting-Portugal-Team-Basquetebol (7;4.0), Cristiano Ronaldo-Portugal-Player-Futebol-Q11571 (6;3.0), Sporting-Portugal-Team-Voleibol (3;2.33), SC Braga-Portugal-Team-Futebol-Q75684 (2;4.0), Viktor Gyökeres-Suecia-Player-Futebol-Q47075606 (2;6.0)"
spor,pt,1785,"Sporting-Portugal-Team-Futebol-Q75729 (1694;1.99), Benfica-Portugal-Team-Futebol-Q131499 (56;1.0), Sporting-Portugal-Team-Hóquei em Patins (12;2.0), Sporting-Portugal-Team-Andebol (8;2.0), Benfica-Portugal-Team-Futebol-Q131499369 (8;3.88), Zicky Té-Portugal-Player-Futebol-Q108767048 (4;3.25), Sporting-Portugal-Team-Basquetebol (3;4.0)"
sport,br,4066,"Sport-Brasil-Team-Futebol-Q219098 (3880;4.63), Sporting-Portugal-Team-Futebol-Q75729 (100;2.77), Corinthians-Brasil-Team-Futebol-Q35933 (35;1.51), Benfica-Portugal-Team-Futebol-Q131499 (25;1.48), Cristiano Ronaldo-Portugal-Player-Futebol-Q11571 (10;2.7), Viktor Gyökeres-Suecia-Player-Futebol-Q47075606 (6;7.0), Internacional-Brasil-Team-Futebol-Q80845 (6;6.0), Leixões-Portugal-Team-Futebol-Q623730 (2;13.0), Sport-Brasil-Team-Futsal (2;2.0)"
sport,pt,3490,"Sporting-Portugal-Team-Futebol-Q75729 (3284;1.99), Benfica-Portugal-Team-Futebol-Q131499 (116;1.0), Benfica-Portugal-Team-Futebol-Q131499369 (24;4.21), Sporting-Portugal-Team-Andebol (22;2.45), Sporting-Portugal-Team-Hóquei em Patins (12;2.0), Sporting-Portugal-Team-Basquetebol (7;4.14), Cristiano Ronaldo-Portugal-Player-Futebol-Q11571 (5;3.0), Sport-Brasil-Team-Futebol-Q219098 (3;55.67), Sporting-Portugal-Team-Voleibol (3;2.0), Varzim-Portugal-Team-Futebol-Q1429473 (3;8.67), Varzim-Portugal-Team-Futebol-Q142947344 (3;11.33), Leixões-Portugal-Team-Futebol-Q623730 (2;6.0), SC Salgueiros-Portugal-Team-Futebol-Q1754163 (2;13.0), Beira-Mar-Portugal-Team-Futebol-Q688300 (2;11.5), Viktor Gyökeres-Suecia-Player-Futebol-Q47075606 (2;7.0)"
sporting,br,1648,"Sporting-Portugal-Team-Futebol-Q75729 (1593;1.05), Viktor Gyökeres-Suecia-Player-Futebol-Q47075606 (25;3.72), Cristiano Ronaldo-Portugal-Player-Futebol-Q11571 (16;1.94), Sporting-Portugal-Team-Futsal-Q64844219 (7;1.57), SC Braga-Portugal-Team-Futebol-Q75684 (4;3.5), Sporting Cristal-Perú-Team-Futebol (3;10.0)"
sporting,pt,58491,"Sporting-Portugal-Team-Futebol-Q75729 (54361;1.03), Sporting-Portugal-Team-Futsal-Q64844219 (998;1.17), Cristiano Ronaldo-Portugal-Player-Futebol-Q11571 (703;1.95), Sporting-Portugal-Team-Andebol (545;1.23), SC Braga-Portugal-Team-Futebol-Q75684 (495;3.0), Sporting-Portugal-Team-Basquetebol (377;1.74), Sporting-Portugal-Team-Hóquei em Patins (280;1.0), Viktor Gyökeres-Suecia-Player-Futebol-Q47075606 (202;4.01), Sporting-Portugal-Team-Voleibol (172;1.55), Sporting-Portugal-Team-Voleibol (28;9.57), João Pereira-Portugal-Player-Futebol-Q192565 (28;10.21), Paulinho-Portugal-Player-Futebol-Q6298297 (24;10.29), SC Espinho-Portugal-Team-Futebol (23;5.04), Rui Patrício-Portugal-Player-Futebol-Q294980 (21;4.14), Zicky Té-Portugal-Player-Futebol-Q108767048 (16;5.0), Sporting-Portugal-Team-Voleibol (15;3.87), Rui Borges-Portugal-Coach-Futebol-Q121147850 (14;8.0), Sporting-Portugal-Team-Voleibol (14;3.5), Sporting-Portugal-Team-Futebol de Praia-Q954539 (13;2.92), Ruben Amorim-Portugal-Coach-Futebol-Q368682 (12;16.17), Nani-Portugal-Player-Futebol-Q482947 (10;16.8), Portimonense-Portugal-Team-Futebol-Q621120 (10;7.2), Tiago Djaló-Portugal-Player-Futebol-Q50349931 (10;2.0), José Mourinho-Portugal-Coach-Futebol-Q79983 (9;8.44), Salvador Salvador-Portugal-Player-Futebol (8;12.38), Youssef Chermiti-Portugal-Player-Futebol-Q116213349 (8;2.88), Pepe-Portugal-Player-Futebol-Q485697 (8;12.12), Farense-Portugal-Team-Futebol-Q744353 (7;6.14), Sporting-Portugal-Team-Futsal (7;8.71), Sporting Sub-23-Portugal-Team-Basquetebol (6;4.17), Bruno Fernandes-Portugal-Player-Futebol-Q4979316 (6;15.83), Ricardo Quaresma-Portugal-Player-Futebol-Q188241 (5;20.2), SC Coimbrões-Portugal-Team-Futebol (5;9.0), Lourinhanense-Portugal-Team-Futebol (4;23.25), Sporting-Portugal-Team-Hóquei em Patins (4;5.75), SC Covilhã-Portugal-Team-Futebol-Q1891367 (4;12.0), Sporting Sub-23-Portugal-Team-Hóquei em Patins (4;2.75), Sporting Sub-19-Portugal-Team-Basquetebol (4;8.25), Pedro Gonçalves-Portugal-Player-Futebol-Q56289593 (3;18.67), Rui Silva-Portugal-Player-Futebol-Q16236537 (3;4.67), Sporting-Portugal-Team-Basquetebol (3;5.33), Sporting Sub-19-Portugal-Team-Hóquei em Patins (3;5.33), Madjer-Portugal-Player-Futebol-Q1367228 (3;44.33), José Mourinho-Portugal-Coach-Futebol-Q7998334 (3;15.0), Leonardo Jardim-Portugal-Coach-Futebol-Q2162382 (3;19.0), Matheus Nunes-Portugal-Player-Futebol-Q96211488 (2;31.0), Olhanense-Portugal-Team-Futebol-Q621259 (2;28.0), Francisco Trincão-Portugal-Player-Futebol-Q24084271 (2;19.0), Bruma-Portugal-Player-Futebol-Q1185419 (2;9.0), Cédric Soares-Portugal-Player-Futebol-Q481330 (2;34.5)"
taca,pt,1674,"Taça de Portugal-Portugal-Competition-Futebol-Q29224 (1408;1.0), Taça da Liga-Portugal-Competition-Futebol (207;2.16), Taça Intercontinental-Mundial-Competition-Futebol (22;2.09), Taça das Taças-Continental-Competition-Futebol-Q40241 (21;2.48), Taça das Nações Africanas-Continental-Competition-Futebol (4;6.0), Taça de Portugal Basquetebol-Portugal-Competition-Basquetebol (4;1.25), Taça Intercontinental Clubes Hóquei Patins-Mundial-Competition-Hóquei em Patins (3;1.0), Taça de Portugal Andebol-Portugal-Competition-Andebol (3;2.0), Taça Asiática-Continental-Competition-Futebol-Q157894 (2;7.0)"
taca de portugal,pt,1617,"Taça de Portugal-Portugal-Competition-Futebol-Q29224 (1495;1.0), Taça de Portugal de Futebol Feminino-Portugal-Competition-Futebol (50;3.08), Taça de Portugal Futsal-Portugal-Competition-Futsal (36;2.08), Taça de Portugal Andebol-Portugal-Competition-Andebol (14;2.0), Taça de Portugal Hóquei Patins-Portugal-Competition-Hóquei em Patins (12;2.33), Taça de Portugal Feminina Futsal-Portugal-Competition-Futsal (5;3.2), Taça de Portugal Hóquei Patins 2024/25-Portugal-Edition-Hóquei em Patins (3;5.33), Taça de Portugal Basquetebol-Portugal-Competition-Basquetebol (2;2.5)"
taipas,pt,1724,"Caç. Taipas-Portugal-Team-Futebol (1615;1.0), Caç. Taipas Sub-17-Portugal-Team-Futebol (32;5.41), Caç. Taipas Sub-19-Portugal-Team-Futebol (20;5.8), Caç. Taipas Sub-15-Portugal-Team-Futebol (15;5.33), César Peixoto-Portugal-Player-Futebol-Q981657 (8;2.0), Caç. Taipas Sub-17-Portugal-Team-Futebol (7;12.0), Ricardo Soares-Portugal-Coach-Futebol (5;9.2), Juanico-Portugal-Player-Futebol-Q6301508 (4;17.0), Caç. Taipas Veteranos-Portugal-Team-Futebol (4;3.25), Cart Taipas-Portugal-Team-Hóquei em Patins (3;1.0), Caç. Taipas Sub-13-Portugal-Team-Futebol (3;7.33), Taipas-Portugal-Player-Futebol (2;2.0), Cafú-Portugal-Player-Futebol-Q5042378 (2;3.0), Toni Duarte-Cabo Verde-Player-Futebol-Q21932030 (2;16.0), Caç. Taipas B-Portugal-Team-Futebol (2;10.0)"
termas,pt,3063,"FC Termas São Vicente-Portugal-Team-Futebol (2982;1.01), FC Termas São Vicente Sub-19-Portugal-Team-Futebol (25;10.08), Termas OC-Portugal-Team-Hóquei em Patins (24;1.0), FC Termas São Vicente Sub-15-Portugal-Team-Futebol (20;8.9), FC Termas São Vicente Sub-17-Portugal-Team-Futebol (5;8.6), Termas de Caldelas-Portugal-Team-Futebol (3;2.0), Termas OC-Portugal-Team-Futsal (2;5.5), FC Termas São Vicente Sub-13-Portugal-Team-Futebol (2;12.0)"
the,pt,4797,"Arsenal-Inglaterra-Team-Futebol-Q9617 (519;18426864.03), Vangelis Pavlidis-Grecia-Player-Futebol (492;19850237.16), Manchester City-Inglaterra-Team-Futebol-Q50602 (466;21122266.29), Tottenham-Inglaterra-Team-Futebol-Q18741 (378;3.95), Celtic-Escocia-Team-Futebol (374;5.0), Wrexham-Gales-Team-Futebol-Q18529 (366;5.89), Nottingham Forest-Inglaterra-Team-Futebol-Q19490 (363;6.94), Newcastle-Inglaterra-Team-Futebol-Q18716 (361;7.94), Inter Miami CF-Estados Unidos-Team-Futebol-Q16844931 (358;8.94), Rangers-Escocia-Team-Futebol-Q19597 (355;9.94), The Hague Royals-Holanda-Team-Basquetebol (74;3.0), St. Vincent and the Grenadines-St. Vincent-Team-Basquetebol (71;4.0), St. Vincent and the Grenadines-St. Vincent-Team-Basquetebol (70;5.0), Boston Celtics-Estados Unidos-Team-Basquetebol (67;2.0), The Wolves Amsterdam-Holanda-Team-Basquetebol (67;6.0), The Citadel Bulldogs-Estados Unidos-Team-Basquetebol (66;7.0), The Hague Royals-Holanda-Team-Basquetebol (65;8.0), John Holland-Puerto Rico-Player-Basquetebol (63;9.0), Inglaterra-Inglaterra-Team-Futebol-Q47762 (20;10.0), The Lions-Surinam-Team-Futsal (10;4.0), The FA National Futsal Cup-Inglaterra-Competition-Futsal (10;2.0), The FA National Futsal League-Inglaterra-Competition-Futsal (10;3.0), The FA National Futsal Division 2-Inglaterra-Competition-Futsal (9;5.4), IFK Goteborg-Suecia-Team-Futsal-Q100530027 (8;8.0), St. Vincent and the Grenadines-St. Vincent-Team-Futsal (8;6.0), Member Of The Gang-Japón-Team-Futsal (8;7.0), The FA Futsal League North 2013/2014-Inglaterra-Edition-Futsal (8;10.0), The FA Futsal League South 2013/2014-Inglaterra-Edition-Futsal (8;9.0), Inglaterra-Inglaterra-Team-Voleibol (7;5.43), Al-Ittihad Jeddah-Arabia Saudí-Team-Voleibol (6;10.0), Apollon Limassol-Chipre-Team-Voleibol (6;4.0), Ozarks Bobcats-Estados Unidos-Team-Voleibol (6;6.0), Thelma Grétarsdóttir-Islandia-Player-Voleibol (6;7.0), AS Makedones-Grecia-Team-Voleibol (6;8.0), St. Vincent and the Grenadines-St. Vincent-Team-Voleibol (6;3.0), St. Vincent and the Grenadines-St. Vincent-Team-Voleibol (6;2.0),  (4;5.0), Nepal Police Club-Nepal-Team-Futebol (4;7.0), AD Bastuço S.João Sub-17-Portugal-Team-Futebol (4;2.5), Brasil-Brasil-Team-Futsal-Q26898121 (4;1.5)"
